i,icon,type,slot
44829,1456,HAMMER,RGHT
44830,3289,STAFF,RGHT
44831,482,AXE,RGHT
44832,3297,SWORD,RGHT
44833,2187,HEVARMOR,BODY
44834,2067,MEDARMOR,BODY
44835,2127,ROBE,BODY
44836,2001,LIGARMOR,BODY
44837,2675,LIGARMOR,BODY
44838,2631,HEVARMOR,BODY
44839,2587,ROBE,BODY
44840,2543,MROBE,BODY
44841,3501,HEVARMOR,BODY
44842,3545,LIGARMOR,BODY
44843,3589,MEDARMOR,BODY
44844,3633,ROBE,BODY
44845,1232,STAFF,RGHT
44846,1176,HAMMER,EITHER
44847,1150,AXE,RGHT
44848,1868,PISTOL,LEFT
44849,1842,ASHLD,LEFT
44850,1368,STAFF,RGHT
44851,1456,HAMMER,RGHT
44852,1393,STAFF,RGHT
44853,482,AXE,RGHT
44854,3280,ASHLD,LEFT
44855,3270,BOW,RANGE
44856,,,
44857,,,
44858,,,
44859,,,
44860,,,
44861,,,
44862,,,
44863,,,
44864,,,
44865,,,
44866,,,
44867,,,
44868,,,
44869,,,
44870,,,
44871,,,
44872,,,
44873,,,
44874,,,
44875,,,
44876,,,
44877,,,
44878,,,
44879,,,
44880,,,
44881,,,
44882,,,
44883,,,
44884,,,
44885,,,
44886,,,
44887,,,
44888,,,
44889,,,
44890,,,
44891,,,
44892,,,
44893,,,
44894,,,
44895,,,
44896,,,
44897,,,
44898,,,
44899,,,
44900,,,
44901,690,NONE,NONE
44902,482,NONE,NONE
44903,482,NONE,NONE
44904,456,QUEST,NONE
44905,797,QUEST,NONE
44906,775,NONE,NONE
44907,414,NONE,NONE
44908,374,QUEST,NONE
44909,425,NONE,NONE
44910,402,QUEST,NONE
44911,516,NONE,NONE
44912,479,NONE,NONE
44913,479,NONE,NONE
44914,479,NONE,NONE
44915,479,NONE,NONE
44916,1352,NONE,NONE
44917,479,NONE,NONE
44918,382,QUEST,NONE
44919,437,NONE,NONE
44920,425,NONE,NONE
44921,425,QUEST,NONE
44922,4004,NONE,NONE
44923,4005,NONE,NONE
44924,799,NONE,NONE
44925,3944,QUEST,NONE
44926,437,NONE,NONE
44927,482,NONE,NONE
44928,4007,NONE,NONE
44929,425,NONE,NONE
44930,415,NONE,NONE
44931,1351,NONE,NONE
44932,951,NONE,NONE
44933,730,NONE,NONE
44934,470,NONE,NONE
44935,479,NONE,NONE
44936,748,QUEST,NONE
44937,736,QUEST,NONE
44938,3885,QUEST,NONE
44939,411,QUEST,NONE
44940,482,NONE,NONE
44941,768,NONE,NONE
44942,482,NONE,NONE
44943,482,NONE,NONE
44944,425,NONE,NONE
44945,485,NONE,NONE
44946,749,NONE,NONE
44947,768,QUEST,NONE
44948,425,QUEST,NONE
44949,437,NONE,NONE
44950,454,NONE,NONE
44951,786,NONE,NONE
44952,790,NONE,NONE
44953,791,NONE,NONE
44954,786,NONE,NONE
44955,425,QUEST,NONE
44956,454,QUEST,NONE
44957,797,QUEST,NONE
44958,702,QUEST,NONE
44959,481,NONE,NONE
44960,425,QUEST,NONE
44961,425,NONE,NONE
44962,454,NONE,NONE
44963,765,QUEST,NONE
44964,402,NONE,NONE
44965,410,NONE,NONE
44966,768,QUEST,NONE
44967,420,NONE,NONE
44968,420,QUEST,NONE
44969,375,QUEST,NONE
44970,375,QUEST,NONE
44971,775,QUEST,NONE
44972,375,QUEST,NONE
44973,482,NONE,NONE
44974,531,NONE,NONE
44975,531,NONE,NONE
44976,425,NONE,NONE
44977,425,NONE,NONE
44978,437,NONE,NONE
44979,425,QUEST,NONE
44980,1369,NONE,NONE
44981,1951,NONE,NONE
44982,791,NONE,NONE
44983,1370,NONE,NONE
44984,1202,NONE,NONE
44985,962,NONE,NONE
44986,531,NONE,NONE
44987,482,NONE,NONE
44988,797,NONE,NONE
44989,951,NONE,NONE
44990,796,NONE,NONE
44991,768,NONE,NONE
44992,458,NONE,NONE
44993,1358,NONE,NONE
44994,1260,NONE,NONE
44995,414,NONE,NONE
44996,410,NONE,NONE
44997,413,NONE,NONE
44998,579,NONE,NONE
44999,437,NONE,NONE
45000,482,NONE,NONE
45001,452,NONE,NONE
45002,799,NONE,NONE
45003,482,NONE,NONE
45004,428,NONE,NONE
45005,428,NONE,NONE
45006,425,NONE,NONE
45007,482,NONE,NONE
45008,437,QUEST,NONE
45009,798,NONE,NONE
45010,563,QUEST,NONE
45011,563,QUEST,NONE
45012,442,NONE,NONE
45013,425,NONE,NONE
45014,768,NONE,NONE
45015,452,NONE,NONE
45016,458,NONE,NONE
45017,414,NONE,NONE
45018,414,NONE,NONE
45019,414,NONE,NONE
45020,414,NONE,NONE
45021,768,NONE,NONE
45022,422,NONE,NONE
45023,391,NONE,NONE
45024,379,NONE,NONE
45025,462,NONE,NONE
45026,795,NONE,NONE
45027,425,NONE,NONE
45028,968,NONE,NONE
45029,963,NONE,NONE
45030,465,QUEST,NONE
45031,359,QUEST,NONE
45032,414,NONE,NONE
45033,401,NONE,NONE
45034,482,NONE,NONE
45035,420,NONE,NONE
45036,2631,NONE,NONE
45037,425,QUEST,NONE
45038,425,QUEST,NONE
45039,437,NONE,NONE
45040,1344,NONE,NONE
45041,960,NONE,NONE
45042,951,NONE,NONE
45043,420,NONE,NONE
45044,414,NONE,NONE
45045,414,NONE,NONE
45046,414,NONE,NONE
45047,482,NONE,NONE
45048,1226,NONE,NONE
45049,454,NONE,NONE
45050,472,NONE,NONE
45051,481,NONE,NONE
45052,547,NONE,NONE
45053,425,NONE,NONE
45054,791,NONE,NONE
45055,786,NONE,NONE
45056,437,NONE,NONE
45057,421,NONE,NONE
45058,425,NONE,NONE
45059,768,NONE,NONE
45060,437,NONE,NONE
45061,425,NONE,NONE
45062,434,NONE,NONE
45063,452,NONE,NONE
45064,531,NONE,NONE
45065,425,NONE,NONE
45066,425,NONE,NONE
45067,414,NONE,NONE
45068,414,NONE,NONE
45069,414,NONE,NONE
45070,633,NONE,NONE
45071,773,NONE,NONE
45072,425,NONE,NONE
45073,540,NONE,NONE
45074,,,
45075,,,
45076,,,
45077,,,
45078,,,
45079,,,
45080,,,
45081,,,
45082,,,
45083,,,
45084,,,
45085,,,
45086,,,
45087,,,
45088,,,
45089,,,
45090,,,
45091,,,
45092,,,
45093,,,
45094,,,
45095,,,
45096,,,
45097,,,
45098,,,
45099,,,
45100,,,
45101,1161,AXE,RGHT
45102,1184,HAMMER,EITHER
45103,1237,STAFF,RGHT
45104,1276,GUN,RANGE
45105,1619,SWORD,RGHT
45106,1627,SWORD,RGHT
45107,1370,STAFF,RGHT
45108,1466,HAMMER,RGHT
45109,3314,SWORD,RGHT
45110,3274,BOW,RANGE
45111,482,AXE,RGHT
45112,3301,SWORD,RGHT
45113,2213,HEVARMOR,GLOV
45114,2093,MEDARMOR,GLOV
45115,2153,ROBE,GLOV
45116,2033,LIGARMOR,GLOV
45117,2701,LIGARMOR,GLOV
45118,2657,HEVARMOR,GLOV
45119,2613,ROBE,GLOV
45120,2569,MROBE,GLOV
45121,3527,HEVARMOR,GLOV
45122,3571,LIGARMOR,GLOV
45123,3615,MEDARMOR,GLOV
45124,3659,ROBE,GLOV
45125,482,HEVARMOR,SHOU
45126,482,MEDARMOR,SHOU
45127,482,ROBE,SHOU
45128,482,LIGARMOR,SHOU
45129,482,LIGARMOR,SHOU
45130,482,HEVARMOR,SHOU
45131,482,ROBE,SHOU
45132,482,MROBE,SHOU
45133,3522,HEVARMOR,SHOU
45134,482,LIGARMOR,SHOU
45135,482,MEDARMOR,SHOU
45136,482,ROBE,SHOU
45137,1015,SWORD,RGHT
45138,1000,AXE,RGHT
45139,1092,STAFF,RGHT
45140,1077,BOW,RANGE
45141,1918,AXE,RGHT
45142,1865,SWORD,RGHT
45143,1326,DAGGER,RGHT
45144,1815,SWORD,RGHT
45145,3348,SPEAR,RGHT
45146,3265,DAGGER,EITHER
45147,3266,DAGGER,EITHER
45148,3361,STAFF,RGHT
45149,2393,HEVARMOR,GLOV
45150,2453,MEDARMOR,GLOV
45151,2333,ROBE,GLOV
45152,2273,LIGARMOR,GLOV
45153,2834,MEDARMOR,GLOV
45154,2790,HEVARMOR,GLOV
45155,2878,ROBE,GLOV
45156,2746,ROBE,GLOV
45157,3703,HEVARMOR,GLOV
45158,3747,LIGARMOR,GLOV
45159,3791,MROBE,GLOV
45160,3835,ROBE,GLOV
45161,482,HEVARMOR,SHOU
45162,482,MEDARMOR,SHOU
45163,482,ROBE,SHOU
45164,482,LIGARMOR,SHOU
45165,482,MEDARMOR,SHOU
45166,482,HEVARMOR,SHOU
45167,482,ROBE,SHOU
45168,482,ROBE,SHOU
45169,482,HEVARMOR,SHOU
45170,3742,LIGARMOR,SHOU
45171,482,MROBE,SHOU
45172,482,ROBE,SHOU
45173,,,
45174,,,
45175,,,
45176,,,
45177,,,
45178,,,
45179,,,
45180,,,
45181,,,
45182,,,
45183,,,
45184,,,
45185,,,
45186,,,
45187,,,
45188,,,
45189,,,
45190,,,
45191,,,
45192,,,
45193,,,
45194,,,
45195,,,
45196,,,
45197,,,
45198,,,
45199,,,
45200,,,
45201,2127,ROBE,BODY
45202,1368,STAFF,RGHT
45203,3548,LIGARMOR,SHOU
45204,1156,AXE,RGHT
45205,2675,LIGARMOR,BODY
45206,3636,ROBE,SHOU
45207,2070,MEDARMOR,SHOU
45208,1455,HAMMER,RGHT
45209,3501,HEVARMOR,BODY
45210,1263,GUN,RANGE
45211,2634,HEVARMOR,SHOU
45212,482,AXE,RGHT
45213,1280,NONE,LEFT
45214,1616,SWORD,RGHT
45215,3633,ROBE,BODY
45216,1233,STAFF,RGHT
45217,2590,ROBE,SHOU
45218,3589,MEDARMOR,BODY
45219,2067,MEDARMOR,BODY
45220,2546,MROBE,SHOU
45221,3270,BOW,RANGE
45222,2001,LIGARMOR,BODY
45223,2631,HEVARMOR,BODY
45224,3504,HEVARMOR,SHOU
45225,2187,HEVARMOR,BODY
45226,2587,ROBE,BODY
45227,3545,LIGARMOR,BODY
45228,1101,STAFF,RGHT
45229,2764,HEVARMOR,BODY
45230,3262,DAGGER,EITHER
45231,1005,AXE,RGHT
45232,1326,DAGGER,RGHT
45233,3262,DAGGER,EITHER
45234,2247,LIGARMOR,BODY
45235,2812,MEDARMOR,HELM
45236,3721,LIGARMOR,BODY
45237,2427,MEDARMOR,BODY
45238,2720,ROBE,BODY
45239,3344,SPEAR,RGHT
45240,2367,HEVARMOR,BODY
45241,2767,HEVARMOR,SHOU
45242,3809,ROBE,BODY
45243,1094,STAFF,RGHT
45244,2808,MEDARMOR,BODY
45245,3724,LIGARMOR,SHOU
45246,2250,LIGARMOR,SHOU
45247,2855,ROBE,SHOU
45248,3677,HEVARMOR,BODY
45249,2430,MEDARMOR,SHOU
45250,2723,ROBE,SHOU
45251,3765,MROBE,BODY
45252,2307,ROBE,BODY
45253,2811,MEDARMOR,SHOU
45254,3262,DAGGER,EITHER
45255,2193,HEVARMOR,BODY
45256,2593,ROBE,BODY
45257,3551,LIGARMOR,BODY
45258,2136,ROBE,SHOU
45259,1625,SWORD,RGHT
45260,3598,MEDARMOR,SHOU
45261,1181,HAMMER,RGHT
45262,2684,LIGARMOR,SHOU
45263,3311,SWORD,RGHT
45264,2010,LIGARMOR,SHOU
45265,2549,MROBE,BODY
45266,3290,STAFF,RGHT
45267,2196,HEVARMOR,SHOU
45268,1375,ASHLD,LEFT
45269,3311,SWORD,RGHT
45270,2137,ROBE,HELM
45271,2682,LIGARMOR,BOOT
45272,3599,MEDARMOR,HELM
45273,2074,MEDARMOR,BOOT
45274,2597,ROBE,HELM
45275,3552,LIGARMOR,BOOT
45276,2008,LIGARMOR,BOOT
45277,2553,MROBE,HELM
45278,3641,ROBE,GLOV
45279,2194,HEVARMOR,BOOT
45280,2685,LIGARMOR,HELM
45281,3511,HEVARMOR,HELM
45282,2134,ROBE,BOOT
45283,2595,ROBE,GLOV
45284,3555,LIGARMOR,HELM
45285,2011,LIGARMOR,HELM
45286,2639,HEVARMOR,GLOV
45287,3643,ROBE,HELM
45288,2075,MEDARMOR,GLOV
45289,2550,MROBE,BOOT
45290,3596,MEDARMOR,BOOT
45291,2074,MEDARMOR,BOOT
45292,2683,LIGARMOR,GLOV
45293,3508,HEVARMOR,BOOT
45294,2197,HEVARMOR,HELM
45295,2594,ROBE,BOOT
45296,3553,LIGARMOR,GLOV
45297,2488,NONE,BELT
45298,2641,HEVARMOR,HELM
45299,3640,ROBE,BOOT
45300,,,
45301,768,QUEST,NONE
45302,3909,QUEST,NONE
45303,3874,QUEST,NONE
45304,425,QUEST,NONE
45305,442,NONE,NONE
45306,425,NONE,NONE
45307,420,NONE,NONE
45308,768,NONE,NONE
45309,425,NONE,NONE
45310,406,NONE,NONE
45311,1260,NONE,NONE
45312,785,NONE,NONE
45313,791,NONE,NONE
45314,968,NONE,NONE
45315,414,NONE,NONE
45316,1234,NONE,NONE
45317,1233,NONE,NONE
45318,3344,NONE,RGHT
45319,1294,NONE,RGHT
45320,500,NONE,EITHER
45321,1499,NONE,EITHER
45322,1521,NONE,EITHER
45323,1793,NONE,EITHER
45324,1148,NONE,EITHER
45325,1788,NONE,EITHER
45326,1657,NONE,EITHER
45327,1783,NONE,EITHER
45328,1520,NONE,EITHER
45329,1145,NONE,EITHER
45330,1530,NONE,EITHER
45331,,,
45332,,,
45333,,,
45334,,,
45335,,,
45336,,,
45337,,,
45338,,,
45339,,,
45340,,,
45341,,,
45342,,,
45343,,,
45344,,,
45345,,,
45346,,,
45347,,,
45348,,,
45349,,,
45350,,,
45351,,,
45352,,,
45353,,,
45354,,,
45355,,,
45356,,,
45357,,,
45358,,,
45359,,,
45360,,,
45361,,,
45362,,,
45363,,,
45364,,,
45365,,,
45366,,,
45367,,,
45368,,,
45369,,,
45370,,,
45371,,,
45372,,,
45373,,,
45374,,,
45375,,,
45376,,,
45377,,,
45378,,,
45379,,,
45380,,,
45381,,,
45382,,,
45383,,,
45384,,,
45385,,,
45386,,,
45387,,,
45388,,,
45389,,,
45390,,,
45391,,,
45392,,,
45393,,,
45394,,,
45395,,,
45396,,,
45397,,,
45398,,,
45399,,,
45400,990,NONE,RGHT
45401,2542,NONE,BELT
45402,3503,HEVARMOR,GLOV
45403,3547,LIGARMOR,GLOV
45404,3591,MEDARMOR,GLOV
45405,3635,ROBE,GLOV
45406,3500,NONE,BELT
45407,3544,NONE,BELT
45408,3588,NONE,BELT
45409,3632,NONE,BELT
45410,2810,MEDARMOR,GLOV
45411,2766,HEVARMOR,GLOV
45412,2854,ROBE,GLOV
45413,2722,ROBE,GLOV
45414,2807,NONE,BELT
45415,2763,NONE,BELT
45416,2851,NONE,BELT
45417,2719,NONE,BELT
45418,1873,SWORD,EITHER
45419,482,HAMMER,EITHER
45420,3401,STAFF,RGHT
45421,1389,XBOW,RANGE
45422,3262,DAGGER,EITHER
45423,482,SPEAR,EITHER
45424,3680,HEVARMOR,SHOU
45425,3724,LIGARMOR,SHOU
45426,3768,MROBE,SHOU
45427,3812,ROBE,SHOU
45428,1022,SWORD,EITHER
45429,1004,AXE,EITHER
45430,1085,AXE,RGHT
45431,1044,HAMMER,EITHER
45432,1101,STAFF,RGHT
45433,1075,BOW,RANGE
45434,1055,SPEAR,EITHER
45435,1122,ASHLD,LEFT
45436,2370,HEVARMOR,SHOU
45437,2430,MEDARMOR,SHOU
45438,2310,ROBE,SHOU
45439,2250,LIGARMOR,SHOU
45440,3298,SWORD,EITHER
45441,3309,SWORD,RGHT
45442,1393,STAFF,RGHT
45443,3270,BOW,RANGE
45444,482,DAGGER,EITHER
45445,482,SPEAR,EITHER
45446,3504,HEVARMOR,SHOU
45447,3548,LIGARMOR,SHOU
45448,3592,MEDARMOR,SHOU
45449,3636,ROBE,SHOU
45450,1616,SWORD,EITHER
45451,1625,SWORD,RGHT
45452,1321,AXE,EITHER
45453,1342,HAMMER,EITHER
45454,1452,HAMMER,RGHT
45455,1368,STAFF,RGHT
45456,1326,DAGGER,EITHER
45457,1846,SWORD,EITHER
45458,1842,ASHLD,LEFT
45459,1346,PISTOL,LEFT
45460,2678,LIGARMOR,SHOU
45461,2634,HEVARMOR,SHOU
45462,2590,ROBE,SHOU
45463,2546,MROBE,SHOU
45464,1157,AXE,EITHER
45465,1196,AXE,RGHT
45466,1174,HAMMER,EITHER
45467,1214,HAMMER,RGHT
45468,1232,STAFF,RGHT
45469,1264,GUN,RANGE
45470,1264,GUN,RANGE
45471,1279,ASHLD,LEFT
45472,2190,HEVARMOR,SHOU
45473,2070,MEDARMOR,SHOU
45474,2130,ROBE,SHOU
45475,2004,LIGARMOR,SHOU
45476,1825,SWORD,EITHER
45477,1478,SWORD,RGHT
45478,1915,AXE,EITHER
45479,1922,AXE,RGHT
45480,1416,HAMMER,EITHER
45481,482,HAMMER,RGHT
45482,1420,STAFF,RGHT
45483,1326,DAGGER,EITHER
45484,482,SPEAR,EITHER
45485,1908,ASHLD,LEFT
45486,2811,MEDARMOR,SHOU
45487,2767,HEVARMOR,SHOU
45488,2855,ROBE,SHOU
45489,2723,ROBE,SHOU
45490,2187,HEVARMOR,BODY
45491,2067,MEDARMOR,BODY
45492,2127,ROBE,BODY
45493,2001,LIGARMOR,BODY
45494,2194,HEVARMOR,BOOT
45495,2074,MEDARMOR,BOOT
45496,2134,ROBE,BOOT
45497,2008,LIGARMOR,BOOT
45498,2675,LIGARMOR,BODY
45499,2631,HEVARMOR,BODY
45500,2587,ROBE,BODY
45501,2543,MROBE,BODY
45502,2682,LIGARMOR,BOOT
45503,2638,HEVARMOR,BOOT
45504,2594,ROBE,BOOT
45505,2550,MROBE,BOOT
45506,2367,HEVARMOR,BODY
45507,2427,MEDARMOR,BODY
45508,2307,ROBE,BODY
45509,2247,LIGARMOR,BODY
45510,2374,HEVARMOR,BOOT
45511,2434,MEDARMOR,BOOT
45512,2314,ROBE,BOOT
45513,2254,LIGARMOR,BOOT
45514,2808,MEDARMOR,BODY
45515,2764,HEVARMOR,BODY
45516,2852,ROBE,BODY
45517,2720,ROBE,BODY
45518,2815,MEDARMOR,BOOT
45519,2771,HEVARMOR,BOOT
45520,2859,ROBE,BOOT
45521,2727,ROBE,BOOT
45522,3501,HEVARMOR,BODY
45523,3545,LIGARMOR,BODY
45524,3589,MEDARMOR,BODY
45525,3633,ROBE,BODY
45526,3508,HEVARMOR,BOOT
45527,3552,LIGARMOR,BOOT
45528,3596,MEDARMOR,BOOT
45529,3640,ROBE,BOOT
45530,3677,HEVARMOR,BODY
45531,3721,LIGARMOR,BODY
45532,3765,MROBE,BODY
45533,3809,ROBE,BODY
45534,3684,HEVARMOR,BOOT
45535,3728,LIGARMOR,BOOT
45536,3772,MROBE,BOOT
45537,3816,ROBE,BOOT
45538,381,NONE,ACST
45539,381,NONE,ACST
45540,381,NONE,ACST
45541,381,NONE,ACST
45542,3509,HEVARMOR,GLOV
45543,3553,LIGARMOR,GLOV
45544,3597,MEDARMOR,GLOV
45545,3641,ROBE,GLOV
45546,381,NONE,ACST
45547,381,NONE,ACST
45548,381,NONE,ACST
45549,381,NONE,ACST
45550,3685,HEVARMOR,GLOV
45551,3729,LIGARMOR,GLOV
45552,3773,MROBE,GLOV
45553,3817,ROBE,GLOV
45554,381,NONE,ACST
45555,381,NONE,ACST
45556,381,NONE,ACST
45557,381,NONE,ACST
45558,2683,LIGARMOR,GLOV
45559,2639,HEVARMOR,GLOV
45560,2595,ROBE,GLOV
45561,2551,MROBE,GLOV
45562,381,NONE,ACST
45563,381,NONE,ACST
45564,381,NONE,ACST
45565,381,NONE,ACST
45566,2816,MEDARMOR,GLOV
45567,2772,HEVARMOR,GLOV
45568,2860,ROBE,GLOV
45569,2728,ROBE,GLOV
45570,381,NONE,ACST
45571,381,NONE,ACST
45572,381,NONE,ACST
45573,381,NONE,ACST
45574,2195,HEVARMOR,GLOV
45575,2075,MEDARMOR,GLOV
45576,2135,ROBE,GLOV
45577,2009,LIGARMOR,GLOV
45578,381,NONE,ACST
45579,381,NONE,ACST
45580,381,NONE,ACST
45581,381,NONE,ACST
45582,2375,HEVARMOR,GLOV
45583,2435,MEDARMOR,GLOV
45584,2315,ROBE,GLOV
45585,2255,LIGARMOR,GLOV
45586,3300,SWORD,EITHER
45587,3310,SWORD,RGHT
45588,3290,STAFF,RGHT
45589,3272,BOW,RANGE
45590,482,DAGGER,EITHER
45591,482,SPEAR,EITHER
45592,3506,NONE,BELT
45593,3550,NONE,BELT
45594,3594,NONE,BELT
45595,3638,NONE,BELT
45596,1013,SWORD,EITHER
45597,1008,AXE,EITHER
45598,1081,AXE,RGHT
45599,1047,HAMMER,EITHER
45600,1093,STAFF,RGHT
45601,1076,BOW,RANGE
45602,1054,SPEAR,EITHER
45603,1129,ASHLD,LEFT
45604,2372,NONE,BELT
45605,2432,NONE,BELT
45606,2312,NONE,BELT
45607,2252,NONE,BELT
45608,1477,SWORD,EITHER
45609,1923,AXE,RGHT
45610,1916,AXE,EITHER
45611,1432,SWORD,RGHT
45612,1932,HAMMER,EITHER
45613,482,HAMMER,RGHT
45614,1420,STAFF,RGHT
45615,1326,DAGGER,EITHER
45616,482,SPEAR,EITHER
45617,1909,ASHLD,LEFT
45618,2813,NONE,BELT
45619,2769,NONE,BELT
45620,2857,NONE,BELT
45621,2725,NONE,BELT
45622,1159,AXE,EITHER
45623,1200,AXE,RGHT
45624,1177,HAMMER,EITHER
45625,1218,HAMMER,RGHT
45626,1235,STAFF,RGHT
45627,1275,GUN,RANGE
45628,1265,GUN,RANGE
45629,1281,ASHLD,LEFT
45630,2192,NONE,BELT
45631,2072,NONE,BELT
45632,2132,NONE,BELT
45633,2006,NONE,BELT
45634,1616,SWORD,EITHER
45635,1625,SWORD,RGHT
45636,1323,AXE,EITHER
45637,1446,HAMMER,EITHER
45638,1443,HAMMER,RGHT
45639,1369,STAFF,RGHT
45640,1327,DAGGER,EITHER
45641,3369,SWORD,EITHER
45642,1374,ASHLD,LEFT
45643,1869,PISTOL,LEFT
45644,2680,NONE,BELT
45645,2636,NONE,BELT
45646,2592,NONE,BELT
45647,2548,NONE,BELT
45648,1875,SWORD,EITHER
45649,482,HAMMER,EITHER
45650,3403,STAFF,RGHT
45651,1389,XBOW,RANGE
45652,3264,DAGGER,EITHER
45653,482,SPEAR,EITHER
45654,3682,NONE,BELT
45655,3726,NONE,BELT
45656,3770,NONE,BELT
45657,3814,NONE,BELT
45658,2376,HEVARMOR,SHOU
45659,2436,MEDARMOR,SHOU
45660,2316,ROBE,SHOU
45661,2256,LIGARMOR,SHOU
45662,2377,HEVARMOR,HELM
45663,2437,MEDARMOR,HELM
45664,2317,ROBE,HELM
45665,2257,LIGARMOR,HELM
45666,2817,MEDARMOR,SHOU
45667,2773,HEVARMOR,SHOU
45668,2861,ROBE,SHOU
45669,2729,ROBE,SHOU
45670,2818,MEDARMOR,HELM
45671,2774,HEVARMOR,HELM
45672,2862,ROBE,HELM
45673,2730,ROBE,HELM
45674,3510,HEVARMOR,SHOU
45675,3554,LIGARMOR,SHOU
45676,3598,MEDARMOR,SHOU
45677,3642,ROBE,SHOU
45678,3511,HEVARMOR,HELM
45679,3555,LIGARMOR,HELM
45680,3599,MEDARMOR,HELM
45681,3643,ROBE,HELM
45682,2196,HEVARMOR,SHOU
45683,2076,MEDARMOR,SHOU
45684,2136,ROBE,SHOU
45685,2010,LIGARMOR,SHOU
45686,2197,HEVARMOR,HELM
45687,2077,MEDARMOR,HELM
45688,2137,ROBE,HELM
45689,2011,LIGARMOR,HELM
45690,2684,LIGARMOR,SHOU
45691,2640,HEVARMOR,SHOU
45692,2596,ROBE,SHOU
45693,2552,MROBE,SHOU
45694,2685,LIGARMOR,HELM
45695,2641,HEVARMOR,HELM
45696,2597,ROBE,HELM
45697,2553,MROBE,HELM
45698,3686,HEVARMOR,SHOU
45699,3730,LIGARMOR,SHOU
45700,3774,MROBE,SHOU
45701,3818,ROBE,SHOU
45702,2685,HEVARMOR,HELM
45703,3731,LIGARMOR,HELM
45704,3775,MROBE,HELM
45705,3819,ROBE,HELM
45706,1477,SWORD,EITHER
45707,1480,SWORD,RGHT
45708,1916,AXE,EITHER
45709,1923,AXE,RGHT
45710,1932,HAMMER,EITHER
45711,482,HAMMER,RGHT
45712,1420,STAFF,RGHT
45713,1326,DAGGER,EITHER
45714,482,SPEAR,EITHER
45715,1909,ASHLD,LEFT
45716,381,NONE,ACST
45717,381,NONE,ACST
45718,381,NONE,ACST
45719,381,NONE,ACST
45720,1616,SWORD,EITHER
45721,1625,SWORD,RGHT
45722,1323,AXE,EITHER
45723,1343,HAMMER,EITHER
45724,1442,HAMMER,RGHT
45725,1369,STAFF,RGHT
45726,1327,DAGGER,EITHER
45727,3367,SWORD,EITHER
45728,1374,ASHLD,LEFT
45729,1869,PISTOL,LEFT
45730,381,NONE,ACST
45731,381,NONE,ACST
45732,381,NONE,ACST
45733,381,NONE,ACST
45734,3300,SWORD,EITHER
45735,3311,SWORD,RGHT
45736,3290,STAFF,RGHT
45737,3272,BOW,RANGE
45738,482,DAGGER,EITHER
45739,482,SPEAR,EITHER
45740,381,NONE,ACST
45741,381,NONE,ACST
45742,381,NONE,ACST
45743,381,NONE,ACST
45744,1011,SWORD,EITHER
45745,1009,AXE,EITHER
45746,1082,AXE,RGHT
45747,1046,HAMMER,EITHER
45748,1095,STAFF,RGHT
45749,1076,BOW,RANGE
45750,1057,SPEAR,EITHER
45751,1127,ASHLD,LEFT
45752,381,NONE,ACST
45753,381,NONE,ACST
45754,381,NONE,ACST
45755,381,NONE,ACST
45756,1875,SWORD,EITHER
45757,482,HAMMER,EITHER
45758,3357,STAFF,RGHT
45759,1389,XBOW,RANGE
45760,3264,DAGGER,EITHER
45761,482,SPEAR,EITHER
45762,381,NONE,ACST
45763,381,NONE,ACST
45764,381,NONE,ACST
45765,381,NONE,ACST
45766,1153,AXE,EITHER
45767,1200,AXE,RGHT
45768,1179,HAMMER,EITHER
45769,1218,HAMMER,RGHT
45770,1235,STAFF,RGHT
45771,1275,GUN,RANGE
45772,1265,GUN,RANGE
45773,1283,ASHLD,LEFT
45774,381,NONE,ACST
45775,381,NONE,ACST
45776,381,NONE,ACST
45777,381,NONE,ACST
45778,2193,HEVARMOR,BODY
45779,2073,MEDARMOR,BODY
45780,2133,ROBE,BODY
45781,2007,LIGARMOR,BODY
45782,2200,HEVARMOR,BOOT
45783,2080,MEDARMOR,BOOT
45784,2140,ROBE,BOOT
45785,2020,LIGARMOR,BOOT
45786,2373,HEVARMOR,BODY
45787,2433,MEDARMOR,BODY
45788,2313,ROBE,BODY
45789,2253,LIGARMOR,BODY
45790,2380,HEVARMOR,BOOT
45791,2440,MEDARMOR,BOOT
45792,2320,ROBE,BOOT
45793,2260,LIGARMOR,BOOT
45794,2814,MEDARMOR,BODY
45795,2770,HEVARMOR,BODY
45796,2858,ROBE,BODY
45797,2726,ROBE,BODY
45798,2821,MEDARMOR,BOOT
45799,2777,HEVARMOR,BOOT
45800,2865,ROBE,BOOT
45801,2733,ROBE,BOOT
45802,3507,HEVARMOR,BODY
45803,3551,LIGARMOR,BODY
45804,3595,MEDARMOR,BODY
45805,3639,ROBE,BODY
45806,3514,HEVARMOR,BOOT
45807,3558,LIGARMOR,BOOT
45808,3602,MEDARMOR,BOOT
45809,3646,ROBE,BOOT
45810,3683,HEVARMOR,BODY
45811,3727,LIGARMOR,BODY
45812,3771,MROBE,BODY
45813,3815,ROBE,BODY
45814,3690,HEVARMOR,BOOT
45815,3740,LIGARMOR,BOOT
45816,3778,MROBE,BOOT
45817,3828,ROBE,BOOT
45818,2681,LIGARMOR,BODY
45819,2637,HEVARMOR,BODY
45820,2593,ROBE,BODY
45821,2549,MROBE,BODY
45822,2688,LIGARMOR,BOOT
45823,2632,HEVARMOR,BOOT
