Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,6,0,2569,Physical DoT Proc and Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,6,0,2572,Corporeal DoT Proc and Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,6,0,2564,Elemental DoT Proc and Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,6,0,2560,Spirit DoT Proc and Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,6,0,2567,Armor Debuff Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,6,0,2562,Crit Chance/Crit Damage boost proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,8,0,0,Strength Steal Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,7,0,946,Strength Buff from steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,8,0,0,Toughness Steal Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,7,0,1622,Toughness Buff from steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,6,0,824,Physical DoT Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,6,0,1367,Corporeal DoT Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,6,0,1446,Elemental DoT Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,6,0,921,Spirit DoT Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,6,0,565,Physical Damage Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,6,0,559,Corporeal Damage Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,6,0,406,Elemental Damage Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,6,0,246,Spirit Damage Proc from being hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,6,0,0,Damage Absorb Proc from being Hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,4,0,2567,Weapon Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,7,0,560,Flash from damage absorption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,6,0,766,Armor Buff from being hit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,4,0,2567,Weapon Glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,6,0,768,Instant AP Restore from being hit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,;MORE SIEGE ABILITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,2,0,1702,Oil impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,1,0,310,SIEGE - Ballista: Ground Impact (ground eruption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,1,0,969,SIEGE - Ballista: Ground Impact (screenshake),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,2,0,1210,SIEGE - Ballista: Target Impact #1 (impale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,7,0,1801,Damage to siege engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,9,0,560,Damage to players in AE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,1,0,1771,SIEGE - Bolt Thrower: Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,2,0,812,SIEGE - Bolt Thrower: Target Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,9,0,0,Snare impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,1,0,652,Centered 500 unit AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,2,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,2,0,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,2,0,1702,Oil impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,1,0,1608,Cannon Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,1,0,969,Cannon Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,2,0,1758,Cannon Target Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,7,0,1801,Damage to siege engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,9,0,560,Damage to players in AE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,1,0,1768,Order Hellblaster Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,1,0,336,Order Hellblaster Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2,0,407,Order Hellblaster Target Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,9,0,0,Snare impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,1,0,652,Centered 500 unit AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,2,0,1702,Oil impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,1,0,457,Hellcannon Ground Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,1,0,969,Screen shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,2,0,1758,Hellcannon Target Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,7,0,1801,Damage to siege engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,9,0,560,Damage to players in AE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,1,0,1778,Chaos Hellblaster Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,1,0,2812,Chaos Hellblaster Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,2,0,2225,Chaos Hellblaster Target Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,2,0,456,Chaos Hellblaster Target Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,3,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,3,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,9,0,0,Snare impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,1,0,652,Centered 500 unit AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,2,0,1702,Oil impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,1,0,1608,Cannon Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,1,0,969,Cannon Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,2,0,1758,Cannon Target Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,7,0,1801,Damage to siege engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,9,0,560,Damage to players in AE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,1,0,1775,SIEGE - Organ Gun: Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,1,0,336,SIEGE - Organ Gun: Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,2,0,407,SIEGE - Organ Gun: Target Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,9,0,0,Snare impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,1,0,47,Centered 500 unit AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2,0,1702,Oil impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,1,0,310,SIEGE - Spear Chukka: Ground Impact (ground eruption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,1,0,969,SIEGE - Spear Chukka: Ground Impact (screenshake),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,2,0,1210,SIEGE - Spear Chukka: Target Impact #1 (impale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,7,0,1801,SIEGE - Spear Chukka: Damage to siege engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,9,0,560,SIEGE - Spear Chukka: Damage to players in AE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,1,0,652,Centered 500 unit AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,1,0,652,Centered 500 unit AE,should be 652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,1,0,1576,projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,2,0,562,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,2,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,1,0,1768,SIEGE - Rock Lobba: Ground Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,1,0,336,SIEGE - Rock Lobba: Ground Impact #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2,0,268,SIEGE - Rock Lobba: Target Impact #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,9,0,0,Snare impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,11,0,1767,Siege Build Dust Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,12,0,1769,Siege Destroy Dust Cloud w/ Debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Renown Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,1,0,0,Heal on self from killing a Dwarf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,1,0,0,Heal on self from killing an Empire player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,1,0,0,Heal on self from killing a High Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,7,0,0,PBAE Morale Debuff from killing a Dwarf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,7,0,0,PBAE Morale Debuff from killing an Empire player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,7,0,0,PBAE Morale Debuff from killing a High Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,1,0,0,Heal on self from killing a Greenskin player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,1,0,0,Heal on self from killing an Chaos player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,1,0,0,Heal on self from killing a Dark Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,7,0,0,PBAE Morale Debuff from killing a Greenskin player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,7,0,0,PBAE Morale Debuff from killing an Chaos player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,7,0,0,PBAE Morale Debuff from killing a Dark Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,1,0,0,AP regain buff on self from killing a Greenskin player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,1,0,0,AP regain buff on self from killing a Chaos player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,1,0,0,AP regain buff on self from killing a Dark Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,1,0,0,AP regain buff on self from killing a Dwarf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1,0,0,AP regain buff on self from killing an Empire player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,1,0,0,AP regain buff on self from killing a High Elf player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Magus Pet Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,7,0,2458,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,7,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,5,0,2765,Mine exploding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,1,0,3234,Stagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;RVR Keep Lord Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,7,0,2049,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,7,0,2142,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,5,0,2051,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,7,0,2556,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,7,0,389,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,5,0,2193,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,7,0,2533,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,7,0,389,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,5,0,2530,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,7,0,2535,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,7,0,389,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,5,0,2532,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,7,0,2555,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,7,0,389,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,5,0,2529,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,7,0,1604,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,7,0,1089,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,5,0,2531,"Buff attack speed, weaponskill, ballistic skill, strength and intellegence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Guild banner abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,5,0,765,Small heal on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;New item Range Start (3501-3799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,8,0,2577,Healdown effect on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,8,0,613,Root (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,6,0,1324,Impact from hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,7,0,1139,Absorb Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,7,0,2054,Absorb Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,8,0,2588,Healdown effect on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,8,0,713,Root (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,6,0,2585,Impact from hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,8,0,1049,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,8,0,2980,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,1,0,2569,Red Weapon Glowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,1,0,2561,Green Weapon Glowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,8,0,1105,Proc - Armor Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,8,0,695,Proc - Resist Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,7,0,290,Proc - Next Activation Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,7,0,2600,Proc - Wound Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,7,0,765,Proc - Self Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,8,0,782,Proc - Reduce Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,7,0,768,Proc - Gain AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,7,0,765,Proc - Heal Defensive target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,7,0,765,Proc - Group HoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,7,0,783,Proc - Gain Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,8,,1604,Proc - Debuff Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,7,,1637,Proc - Buff Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,8,0,576,Taunt on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,7,0,577,Taunt effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,7,,765,Proc - Self Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,7,,1097,Proc - Buff Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,8,,1153,Proc - Disorient (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,8,,946,Proc - Debuff Weaponskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,7,,1621,Proc - Buff Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,8,,2601,Proc - Life Tap attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,7,,2077,Proc - Self Heal from Life tap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,7,,2026,Proc - Buff Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,8,,1616,Proc - Debuff Willpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,7,,1620,Proc - Buff Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,6,,565,Proc - Additonal damage on 1 other target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,7,,1635,Proc - Buff Reduce Build Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,7,,1139,Proc - Damage Absorb (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,7,,752,Proc - Buff Crit Chance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,8,,1644,Proc - Debuff Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,7,,2160,Proc - Buff Ballistic Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,8,,1643,Proc - Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,7,,754,Proc - Buff Resistances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,8,,782,Proc - Reduce Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,8,,2588,Proc - Reduce incomign healing on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,7,,286,Proc - Gain Combo Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,8,,884,Proc - Detaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,1,0,1115,Chaos Hound red Eye glow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,9,0,3039,Poisoned Looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,1,0,1175,Impact - Steals Action Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,2,0,768,Self Impact AP Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,1,0,2026,Speed Boost on Self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,1,0,0,Effect for Tome Unlock for drinking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,1,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,2,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,3,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,1,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,2,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,3,0,0,Unique Sound for the Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,1,0,98,Summoning Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,1,0,98,Effect on an IMA swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,4,0,0,Dispel the IMA effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,1,0,98,Effect on an IMA swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,4,0,0,Dispel the IMA effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,1,0,1597,Scorpion's Speed proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,1,0,767,Touch of Djaf - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,2,0,765,Touch of Djaf - Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,1,0,3134,Plays on target when they appear at the caster. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,9,0,2528,Dwarf Dismount Puff of Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,9,0,2185,Dismount Puff of Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,2,0,2721,Magus Mount Constant Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,9,0,2527,Magus Mount Dismount Puff of Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;New item Range End (3501-3799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,8,0,576,Taunt on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,7,0,577,Taunt effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,0,2869,Taunt VFX for turning taunter red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,1,0,1229,Ghost effect for Halloween trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,1,0,359,Magnificent Fireworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,1,0,358,Impressive Fireworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,1,0,340,Mundane Fireworks 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,2,0,342,Mundane Fireworks 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,3,0,345,Mundane Fireworks 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,4,0,348,Mundane Fireworks 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,5,0,349,Mundane Fireworks 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,6,0,351,Mundane Fireworks 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,7,0,352,Mundane Fireworks 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,8,0,354,Mundane Fireworks 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,1,0,1085,Night of Murder Mark Monsters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,1,0,1052,Night of Murder Mark Players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
