NIF,NIF,NIF,Type,,,,,,
2849,AOE_DW_Flurry,vfx_AOE_DW_Flurry,0,,,,,,
2850,IMPACT_DW_Flurry,vfx_IMPACT_DW_Flurry,0,,,,,,
2851,CONE_DW_Onslaught,vfx_CONE_DW_Onslaught,0,,,,,,
2852,IMPACT_DW_SpineCrusher,vfx_IMPACT_DW_SpineCrusher,0,,,,,,
2853,ATK_DW_Deathblow,vfx_ATK_DW_Deathblow,0,,,,,,
2854,IMPACT_DW_Deathblow,vfx_IMPACT_DW_Deathblow,0,,,,,,
2855,CAST_DW_Charge,vfx_CAST_DW_Charge,0,,,,,,
2856,AOE_DW_Warcry,vfx_AOE_DW_Warcry,0,,,,,,
2857,ATK_DW_Incapacitate,vfx_ATK_DW_Incapacitate,0,,,,,,
2858,IMPACT_DW_NumbingStrike,vfx_IMPACT_DW_NumbingStrike,0,,,,,,
2859,CAST_DW_BreakLoose,vfx_CAST_DW_BreakLoose,0,,,,,,
2860,BUFF_DW_EventheOdds,vfx_BUFF_DW_EventheOdds,0,,,,,,
2861,AOE_DW_WildSwing,vfx_AOE_DW_WildSwing,0,,,,,,
2862,MOR_AOE_DW_Doomseeker,vfx_MOR_AOE_DW_Doomseeker,0,,,,,,
2863,MOR_IMPACT_DW_Doomseeker,vfx_MOR_IMPACT_DW_Doomseeker,0,,,,,,
2864,MOR_AOE_DW_UnleashedPower,vfx_MOR_AOE_DW_UnleashedPower,0,,,,,,
2865,MOR_BUFF_DW_UnleashedPower,vfx_MOR_BUFF_DW_UnleashedPower,0,,,,,,
2866,Impact_GS_Flurry,vfx_Impact_GS_Flurry,0,,,,,,
2867,AOE_GS_Flurry,vfx_AOE_GS_Flurry,0,,,,,,
2868,BUFF_GS_Energy_IN,vfx_BUFF_GS_Energy_IN,0,,,,,,
2869,CAST_GS_Shatter,vfx_CAST_GS_Shatter,0,,,,,,
2870,IMPACT_GS_Disarm,vfx_IMPACT_GS_Disarm,0,,,,,,
2871,IMPACT_GS_Glow,vfx_IMPACT_GS_Glow,0,,,,,,
2872,WPN_GS_Glow_A,vfx_WPN_GS_Glow_A,0,,,,,,
2873,AOE_GS_Choppa_Shout_A,vfx_AOE_GS_Choppa_Shout_A,0,,,,,,
2874,AOE_GS_Choppa_Shout,vfx_AOE_GS_Choppa_Shout,0,,,,,,
2875,Cast_GS_Charge,vfx_Cast_GS_Charge,0,,,,,,
2876,Cast_GS_Lotsa_Choppin,vfx_Cast_GS_Lotsa_Choppin,0,,,,,,
2877,Cone_GS_Choppa_A,vfx_Cone_GS_Choppa_A,0,,,,,,
2878,IMPACT_GS_Choppa_A,vfx_IMPACT_GS_Choppa_A,0,,,,,,
2879,IMPACT_GS_Choppa_B,vfx_IMPACT_GS_Choppa_B,0,,,,,,
2880,IMPACT_GS_Choppa_C,vfx_IMPACT_GS_Choppa_C,0,,,,,,
2881,IMPACT_GS_Choppa_D,vfx_IMPACT_GS_Choppa_D,0,,,,,,
2882,IMPACT_GS_Choppa_E,vfx_IMPACT_GS_Choppa_E,0,,,,,,
2883,IMPACT_GS_Choppa_F,vfx_IMPACT_GS_Choppa_F,0,,,,,,
2884,IMPACT_GS_Choppin,vfx_IMPACT_GS_Choppin,0,,,,,,
2885,IMPACT_GS_ConeChoppa,vfx_IMPACT_GS_ConeChoppa,0,,,,,,
2886,IMPACT_GS_Shout,vfx_IMPACT_GS_Shout,0,,,,,,
2887,BUFF_GS_AtkSpeed,vfx_BUFF_GS_AtkSpeed,0,,,,,,
2888,MOR_AOE_DW_LooksLikeAChallenge,vfx_MOR_AOE_DW_LooksLikeAChallenge,0,,,,,,
2889,MOR_DBUF_DW_LooksLikeAChallenge,vfx_MOR_DBUF_DW_LooksLikeAChallenge,0,,,,,,
2890,MOR_AOE_DW_UnTouchable,vfx_MOR_AOE_DW_UnTouchable,0,,,,,,
2891,MOR_AOE_DW_DeadlyDetermination,vfx_MOR_AOE_DW_DeadlyDetermination,0,,,,,,
2892,MOR_ATK_DW_GreviousHarm,vfx_MOR_ATK_DW_GreviousHarm,0,,,,,,
2893,MOR_IMPACT_DW_GreviousHarm,vfx_MOR_IMPACT_DW_GreviousHarm,0,,,,,,
2894,BUFF_DW_RecklessGamble,vfx_BUFF_DW_RecklessGamble,0,,,,,,
2895,ATK_DW_PrecariousAssault,vfx_ATK_DW_PrecariousAssault,0,,,,,,
2896,DEBUF_DW_PrecariousAssault,vfx_DEBUF_DW_PrecariousAssault,0,,,,,,
2897,IMPACT_DW_PrecariousAssault,vfx_IMPACT_DW_PrecariousAssault,0,,,,,,
2898,AOE_DW_Retribution,vfx_AOE_DW_Retribution,0,,,,,,
2899,IMPACT_DW_Retribution,vfx_IMPACT_DW_Retribution,0,,,,,,
2900,IMPACT_DW_RuneofAbsorption,vfx_IMPACT_DW_RuneofAbsorption,0,,,,,,
2901,BUFF_DW_RuneofAbsorption,vfx_BUFF_DW_RuneofAbsorption,0,,,,,,
2902,AOE_DW_Fierceness,vfx_AOE_DW_Fierceness,0,,,,,,
2903,BUFF_DW_Fierceness,vfx_BUFF_DW_Fierceness,0,,,,,,
2904,BUFF_WEP_DW_Rampage,vfx_BUFF_WEP_DW_Rampage,0,,,,,,
2905,IMPACT_DW_CleftinTwain,vfx_IMPACT_DW_CleftinTwain,0,,,,,,
2906,IMPACT_DW_Devestate,vfx_IMPACT_DW_Devestate,0,,,,,,
2907,Fig_Impact_GS_Tired,vfx_Fig_Impact_GS_Tired,0,,,,,,
2908,IMPACT_GS_Bleed tic,vfx_IMPACT_GS_Bleed tic,0,,,,,,
2909,IMPACT_GS_Bleed em,vfx_IMPACT_GS_Bleed em,0,,,,,,
2910,BUFF_GS_AP_In,vfx_BUFF_GS_AP_In,0,,,,,,
2911,IMPACT_GS_AP,vfx_IMPACT_GS_AP,0,,,,,,
2912,BUFF_GS_Bring Da Pain,vfx_BUFF_GS_Bring Da Pain,0,,,,,,
2913,CAST_GS_Soft_Spot,vfx_CAST_GS_Soft_Spot,0,,,,,,
2914,IMPACT_GS_Furious,vfx_IMPACT_GS_Furious,0,,,,,,
2915,BUFF_GS_Damage_Up,vfx_BUFF_GS_Damage_Up,0,,,,,,
2916,BUFF_GS_Slash,vfx_BUFF_GS_Slash,0,,,,,,
2917,DBUF_GS_CritDown,vfx_DBUF_GS_CritDown,0,,,,,,
2918,Impact_GS_Buff_A,vfx_Impact_GS_Buff_A,0,,,,,,
2919,IMPACT_GS_Choppa_G,vfx_IMPACT_GS_Choppa_G,0,,,,,,
2920,IMPACT_GS_Stun_Daze,vfx_IMPACT_GS_Stun_Daze,0,,,,,,
2921,AOE_GS_Slashing,vfx_AOE_GS_Slashing,0,,,,,,
2922,AOE_GS_Pulse,vfx_AOE_GS_Pulse,0,,,,,,
2923,looptest,looptest,0,,,,,,
2924,AOE_GS_Git to da Choppa,vfx_AOE_GS_Git to da Choppa,0,,,,,,
2925,BUFF_GS_Pulse,vfx_BUFF_GS_Pulse,0,,,,,,
2926,IMPACT_DW_SpellBreaker,vfx_IMPACT_DW_SpellBreaker,0,,,,,,
2927,AOE_DW_NoEscape,vfx_AOE_DW_NoEscape,0,,,,,,
2928,IMPACT_DW_ShatterLimb,vfx_IMPACT_DW_ShatterLimb,0,,,,,,
2929,IMPACT_DW_InevitableDoom,vfx_IMPACT_DW_InevitableDoom,0,,,,,,
2930,AOE_DW_InevitableDoom,vfx_AOE_DW_InevitableDoom,0,,,,,,
2931,MOR_CONE_GS_NoFightingBack,vfx_MOR_CONE_GS_NoFightingBack,0,,,,,,
2932,MOR_AOE_GS_Tantrum,vfx_MOR_AOE_GS_Tantrum,0,,,,,,
2933,MOR_ATK_GS_SupaChop,vfx_MOR_ATK_GS_SupaChop,0,,,,,,
2934,MOR_BUFF_GS_DatTickles,vfx_MOR_BUFF_GS_DatTickles,0,,,,,,
2935,MOR_CAST_GS_DatTickles,vfx_MOR_CAST_GS_DatTickles,0,,,,,,
2936,MOR_IMPACT_GS_SupaChop,vfx_MOR_IMPACT_GS_SupaChop,0,,,,,,
2937,MOR_IMPACT_GS_Tantrum,vfx_MOR_IMPACT_GS_Tantrum,0,,,,,,
2938,CAST_GS_BaseSwipe,vfx_CAST_GS_BaseSwipe,0,,,,,,
2939,CAST_GS_BaseSwipe_A,vfx_CAST_GS_BaseSwipe_A,0,,,,,,
2940,CAST_GS_BaseSwipe_B,vfx_CAST_GS_BaseSwipe_B,0,,,,,,
2941,GEN_LOOP_NightofMurder,vfx_GEN_LOOP_NightofMurder,0,,,,,,
2942,PROJ_Skull,vfx_PROJ_Skull,0,,,,,,
2943,AOE_DW_DistracingRoar,vfx_AOE_DW_DistracingRoar,0,,,,,,
2944,IMPACT_DW_InervatingBlow,vfx_IMPACT_DW_InervatingBlow,0,,,,,,
2945,vfx_Weapontrail_GS_RedGrn01,vfx_Weapontrail_GS_RedGrn01,2,,,,,,
2946,vfx_Weapontrail_GS_RedGrn02,vfx_Weapontrail_GS_RedGrn02,2,,,,,,
2947,vfx_Weapontrail_GS_RedGrn03,vfx_Weapontrail_GS_RedGrn03,2,,,,,,
2948,IMPACT_DW_NoEscape,vfx_IMPACT_DW_NoEscape,0,,,,,,
2949,MOR_IMPACT_GS_NoFightingBack,vfx_MOR_IMPACT_GS_NoFightingBack,0,,,,,,
2950,MOR_AOE_GS_StompDaYard,vfx_MOR_AOE_GS_StompDaYard,0,,,,,,
2951,IMPACT_DW_Onslaught,vfx_IMPACT_DW_Onslaught,0,,,,,,
2952,BUFF_DW_APcost,vfx_BUFF_DW_APcost,0,,,,,,
2953,IMPACT_DW_WildSwing,vfx_IMPACT_DW_WildSwing,0,,,,,,
2954,vfx_WeaponTrail_DW_Slayer01,vfx_WeaponTrail_DW_Slayer01,2,,,,,,
2955,de_KhaineFountain,vfx_de_KhaineFountain,0,,,,,,
2956,IMPACT_GS_Soft_Spot,vfx_IMPACT_GS_Soft_Spot,0,,,,,,
2957,CAST_GS_Damage_Up,vfx_CAST_GS_Damage_Up,0,,,,,,
2958,IMPACT_GS_Nohelpin,vfx_IMPACT_GS_Nohelpin,0,,,,,,
2959,MOR_AOE_GS_YerGoinDown,vfx_MOR_AOE_GS_YerGoinDown,0,,,,,,
2960,MOR_DEBUF_GS_YerGoinDown,vfx_MOR_DEBUF_GS_YerGoinDown,0,,,,,,
2961,IMPACT_GS_DontGoNowhere,vfx_IMPACT_GS_DontGoNowhere,0,,,,,,
2962,PROJ_Hewer,vfx_PROJ_Hewer,0,,,,,,
2963,DBUFF_DW_SpellBreaker,vfx_DBUFF_DW_SpellBreaker,0,,,,,,
2964,EVENT_SlayerChoppaUnlock,vfx_EVENT_SlayerChoppaUnlock,0,,,,,,
2965,EVENT_WelcomeBackPlayer,vfx_EVENT_WelcomeBackPlayer,0,,,,,,
2966,IMPACT_GS_LotsAChoppin,vfx_IMPACT_GS_LotsAChoppin,0,,,,,,
2967,CAST_DW_RecklessGamble,vfx_CAST_DW_RecklessGamble,0,,,,,,
2968,SPEC_ChaoshoundRedEyes,vfx_SPEC_ChaoshoundRedEyes,0,,,,,,
2969,PROJ_Tentacle_pie,vfx_PROJ_Tentacle_pie,0,,,,,,
2970,Impact_Tentacle_pie,vfx_Impact_Tentacle_pie,0,,,,,,
2971,build_Tentacle_pie,vfx_build_Tentacle_pie,0,,,,,,
2972,Buff_GEN_MagicResist,vfx_Buff_GEN_MagicResist,0,,,,,,
2973,Buff_GEN_UnstoppableCC,vfx_Buff_GEN_UnstoppableCC,0,,,,,,
2974,CAST_GS_BaseSwipe_C,vfx_CAST_GS_BaseSwipe_C,0,,,,,,
2975,MOR_ATK_GS_Swipe,vfx_MOR_ATK_GS_Swipe,0,,,,,,
2976,CAST_GS_BaseSwipe_D,vfx_CAST_GS_BaseSwipe_D,0,,,,,,
2977,IMPACT_DW_PulverisingStrike2,vfx_IMPACT_DW_PulverisingStrike2,0,,,,,,
2978,MNST_INSECT_IMPACT_Pincer,vfx_MNST_INSECT_IMPACT_Pincer,0,,,,,,
2979,MNST_INSECT_IMPACT_Sting,vfx_MNST_INSECT_IMPACT_Sting,0,,,,,,
2980,PtoP_TK_BadBeam,vfx_PtoP_TK_BadBeam,0,,,,,,
2981,PtoP_TK_GoodBeam,vfx_PtoP_TK_GoodBeam,0,,,,,,
2982,TK_HoT,vfx_TK_HoT,0,,,,,,
2983,DBUF_TK_Speed,vfx_DBUF_TK_Speed,0,,,,,,
2984,TK_BuffOut,vfx_TK_BuffOut,0,,,,,,
2985,TK_BuffStats,vfx_TK_BuffStats,0,,,,,,
2986,TK_Debuff,vfx_TK_Debuff,0,,,,,,
2987,TK_DebuffResists,vfx_TK_DebuffResists,0,,,,,,
2988,TK_DirectDmg,vfx_TK_DirectDmg,0,,,,,,
2989,GEN_BUFF_Expel (Cleanse),vfx_GEN_BUFF_Expel,0,,,,,,
2990,GEN_BUFF_Fortify (Corp Resist),vfx_GEN_BUFF_Fortify,0,,,,,,
2991,GEN_BUFF_Guidance (Heal Boost),vfx_GEN_BUFF_Guidance,0,,,,,,
2992,GEN_BUFF_Purpose (Spirit Resist),vfx_GEN_BUFF_Purpose,0,,,,,,
2993,GEN_BUFF_Restoration (HoT),vfx_GEN_BUFF_Restoration,0,,,,,,
2994,GEN_BUFF_Temper (Elem Resist),vfx_GEN_BUFF_Temper,0,,,,,,
2995,GEN_BUFF_Confidence (Morale Gain),vfx_GEN_BUFF_Confidence,0,,,,,,
2996,BUFF_GS_Damage_Up_Emit,vfx_BUFF_GS_Damage_Up_Emit,0,,,,,,
2997,BUFF_GS_Rage1,vfx_BUFF_GS_Rage1,0,,,,,,
2998,BUFF_GS_Rage2,vfx_BUFF_GS_Rage2,0,,,,,,
2999,GEN_TreasureChestBeacon,vfx_GEN_TreasureChestBeacon,0,,,,,,
3000,,,,,,,,,
3001,MNST_INSECT_IMPACT_Mandible_sand,vfx_MNST_INSECT_IMPACT_Mandible_sand,0,,,,,,
3002,GEN_SandSpawn,vfx_GEN_SandSpawn,0,,,,,,
3003,FIG_GHOST_TK_CasketofSouls,vfx_FIG_GHOST_TK_CasketofSouls,0,,,,,,
3004,IMPACT_TK_CasketofSouls,vfx_IMPACT_TK_CasketofSouls,0,,,,,,
3005,PROJ_TK_CasketofSouls,vfx_PROJ_TK_CasketofSouls,0,,,,,,
3006,PtoP_TK_CasketofSouls,vfx_PtoP_TK_CasketofSouls,0,,,,,,
3007,CAST_TK_CasketofSouls,vfx_CAST_TK_CasketofSouls,0,,,,,,
3008,ROOT_TK_Bury,vfx_ROOT_TK_Bury,0,,,,,,
3009,SNARE_GrspDead_Single,vfx_SNARE_GrspDead_Single,0,,,,,,
3010,CONE_TK_DartTrap,vfx_CONE_TK_DartTrap,0,,,,,,
3011,IMPACT_TK_DartTrap,vfx_IMPACT_TK_DartTrap,0,,,,,,
3012,AOE_TK_Sandstorm,vfx_AOE_TK_Sandstorm,0,,,,,,
3013,IMPACT_TK_PtrasGaze,vfx_IMPACT_TK_PtrasGaze,0,,,,,,
3014,PtoP_TK_PtrasGaze,vfx_PtoP_TK_PtrasGaze,0,,,,,,
3015,BUFF_TK_BlessingPhaStah,vfx_BUFF_TK_BlessingPhaStah,0,,,,,,
3016,BUFF_TK_PowerBuff,vfx_BUFF_TK_PowerBuff,0,,,,,,
3017,AOE_TK_EldrytchAura,vfx_AOE_TK_EldrytchAura,0,,,,,,
3018,BUFF_TK_GlyphTether,vfx_BUFF_TK_GlyphTether,0,,,,,,
3019,AOE_TK_RakmoseFavor,vfx_AOE_TK_RakmoseFavor,0,,,,,,
3020,BUFF_TK_RakmoseFavor,vfx_BUFF_TK_RakmoseFavor,0,,,,,,
3021,FIG_BUFF_TK_Favor,vfx_FIG_BUFF_TK_Favor,0,,,,,,
3022,AOE_TK_RakmoseDisfavor,vfx_AOE_TK_RakmoseDisfavor,0,,,,,,
3023,FIG_BUFF_TK_Disfavor,vfx_FIG_BUFF_TK_Disfavor,0,,,,,,
3024,BUFF_TK_RakmoseDisfavor,vfx_BUFF_TK_RakmoseDisfavor,0,,,,,,
3025,CONE_TK_WhirlingSands,vfx_CONE_TK_WhirlingSands,0,,,,,,
3026,BUFF_TK_Empowerment,vfx_BUFF_TK_Empowerment,0,,,,,,
3027,BUFF_TK_CloakofSands,vfx_BUFF_TK_CloakofSands,0,,,,,,
3028,CONE_TK_ NuclearSandbomb,vfx_CONE_TK_ NuclearSandbomb,0,,,,,,
3029,Cast_Skull of the Foe,vfx_Cast_Skull of the Foe,0,,,,,,
3030,AOE_Skull of the Foe,vfx_AOE_Skull of the Foe,0,,,,,,
3031,Impact_Skull of the Foe,vfx_Impact_Skull of the Foe,0,,,,,,
3032,CAST_Embalming_A,vfx_CAST_Embalming_A,0,,,,,,
3033,CAST_Embalming_B,vfx_CAST_Embalming_B,0,,,,,,
3034,CAST_Embalming_C,vfx_CAST_Embalming_C,0,,,,,,
3035,CRE_Mastabas_Mist,vfx_CRE_Mastabas_Mist,0,,,,,,
3036,Cast_Mastabas_Entomb,vfx_CRE_Mastabas_Entomb,0,,,,,,
3037,LOOP_Aura_Death,vfx_LOOP_Aura_Death,0,,,,,,
3038,LOOP_Death Swarm,vfx_LOOP_Death Swarm,0,,,,,,
3039,LOOP_Scarab Swarm,vfx_LOOP_Scarab Swarm,0,,,,,,
3040,LOOP_Tomb Swarm,vfx_LOOP_Tomb Swarm,0,,,,,,
3041,CAST_Cloak of Dunes_Appear,vfx_CAST_Cloak of Dunes_Appear,0,,,,,,
3042,CAST_Cloak of Dunes_Disappear,vfx_CAST_Cloak of Dunes_Disappear,0,,,,,,
3043,CAST_Cloak of Dunes_Persistant,vfx_CAST_Cloak of Dunes_Persistant,0,,,,,,
3044,LOOP_Cloak of Dunes_Persistant,vfx_LOOP_Cloak of Dunes_Persistant,0,,,,,,
3045,CAST_Mastabas_Whirl Wind,vfx_CAST_Mastabas_Whirl Wind,0,,,,,,
3046,PROJ_Mastabas_Whirl Wind,vfx_PROJ_Mastabas_Whirl Wind,0,,,,,,
3047,Impact_Mastabas_Whirl Wind,vfx_Impact_Mastabas_Whirl Wind,0,,,,,,
3048,AOE_DW_InevitableDoom_Pulse,vfx_AOE_DW_InevitableDoom_Pulse,0,,,,,,
3049,AOE_TK_GustofWind,vfx_AOE_TK_GustofWind,0,,,,,,
3050,CONE_TK_DesertBlast,vfx_CONE_TK_DesertBlast,0,,,,,,
3051,Lich_CAST_WeightofSouls,vfx_Lich_CAST_WeightofSouls,0,,,,,,
3052,Lich_DBUF_WeightofSouls,vfx_Lich_DBUF_WeightofSouls,0,,,,,,
3053,Lich_IMPACT_SkellySpear,vfx_Lich_IMPACT_SkellySpear,0,,,,,,
3054,Lich_PROJ_SkellySpear,vfx_Lich_PROJ_SkellySpear,0,,,,,,
3055,Lich_AOE_SandWhirlwind,vfx_Lich_AOE_SandWhirlwind,0,,,,,,
3056,Lich_IMPACT_SandWhirlwind,vfx_Lich_IMPACT_SandWhirlwind,0,,,,,,
3057,AOE_CH_RendingBlade,vfx_AOE_CH_RendingBlade,0,,,,,,
3058,ATK_TK_Lacerate,vfx_ATK_TK_Lacerate,0,,,,,,
3059,BUFF_TK_DesertAdvantage,vfx_BUFF_TK_DesertAdvantage,0,,,,,,
3060,BUFF_TK_DesertEmpowerment,vfx_BUFF_TK_DesertEmpowerment,0,,,,,,
3061,CAST_TK_CasketPillar,vfx_CAST_TK_CasketPillar,0,,,,,,
3062,IMPACT_TK_Squawk,vfx_IMPACT_TK_Squawk,0,,,,,,
3063,IMPACT_TK_Lacerate,vfx_IMPACT_TK_Lacerate,0,,,,,,
3064,CONE_TK_Squawk,vfx_CONE_TK_Squawk,0,,,,,,
3065,PROP_TK_Jar_Grenade,vfx_PROP_TK_Jar_Grenade,0,,,,,,
3066,PROJ_TK_Jar_Grenade,vfx_PROJ_TK_Jar_Grenade,0,,,,,,
3067,CAST_JAR_Appear,vfx_CAST_JAR_Appear,0,,,,,,
3068,PET_Scarab Swarm,vfx_PET_Scarab Swarm,0,,,,,,
3069,Impact_Curse,vfx_Impact_Curse,0,,,,,,
3070,BUFF_Curse Immunity,vfx_BUFF_Curse Immunity,0,,,,,,
3071,CAST_Mastabas_Suck in,vfx_CAST_Mastabas_Suck in,0,,,,,,
3072,ATK_Mastabas_Explosion,vfx_ATK_Mastabas_Explosion,0,,,,,,
3073,Cast_Curse of Twilight,vfx_Cast_Curse of Twilight,0,,,,,,
3074,Impact_Curse of Twilight,vfx_Impact_Curse of Twilight,0,,,,,,
3075,PROJ_REV_Curse of Twilight,vfx_PROJ_REV_Curse of Twilight,0,,,,,,
3076,Cast_Odji's Corruption,vfx_Cast_Odji's Corruption,0,,,,,,
3077,Impact_Odji's Corruption,vfx_Impact_Odji's Corruption,0,,,,,,
3078,LOOP_Odji's Corruption,vfx_LOOP_Odji's Corruption,0,,,,,,
3079,Cast_Breath of Akhom,vfx_Cast_Breath of Akhom,0,,,,,,
3080,Impact_Breath of Akhom,vfx_Impact_Breath of Akhom,0,,,,,,
3081,LOOP_Breath of Akhom,vfx_LOOP_Breath of Akhom,0,,,,,,
3082,Cast_Neferra's Frailty,vfx_Cast_Neferra's Frailty,0,,,,,,
3083,Impact_Neferra's Frailty,vfx_Impact_Neferra's Frailty,0,,,,,,
3084,LOOP_Neferra's Frailty,vfx_LOOP_Neferra's Frailty,0,,,,,,
3085,Cast_Curse of the Outcast,vfx_Cast_Curse of the Outcast,0,,,,,,
3086,Impact_Curse of the Outcast,vfx_Impact_Curse of the Outcast,0,,,,,,
3087,LOOP_Curse of the Outcast,vfx_LOOP_Curse of the Outcast,0,,,,,,
3088,AoE_RvR_DevineFavorAltar,vfx_AoE_RvR_DevineFavorAltar,0,,,,,,
3089,CAST_TK_Charge,vfx_CAST_TK_Charge,0,,,,,,
3090,BUFF_TK_ChargeTrail,vfx_BUFF_TK_ChargeTrail,0,,,,,,
3091,ICON_NPC_Quest_Repeatable,vfx_ICON_NPC_Quest_Repeatable,0,,,,,,
3092,TK_PtoP_Spiritbeam,vfx_TK_PtoP_Spiritbeam,0,,,,,,
3093,BUFF_TK_WordofDeath_eyeR,vfx_BUFF_TK_WordofDeath_eyeR,0,,,,,,
3094,BUFF_TK_WordofDeath_eyeL,vfx_BUFF_TK_WordofDeath_eyeL,0,,,,,,
3095,BUFF_TK_WordofDeath_mouth,vfx_BUFF_TK_WordofDeath_mouth,0,,,,,,
3096,TK_LOOP_GoodbeamFont,vfx_TK_LOOP_GoodbeamFont,0,,,,,,
3097,TK_LOOP_BadbeamFont,vfx_TK_LOOP_BadbeamFont,0,,,,,,
3098,TK_LOOP_SpiritbeamFont,vfx_TK_LOOP_SpiritbeamFont,0,,,,,,
3099,CONE_TK_MagicCleave,vfx_CONE_TK_MagicCleave,0,,,,,,
3100,IMPACT_TK_MagicCleave,vfx_IMPACT_TK_MagicCleave,0,,,,,,
3101,TK_CONE_CrushingBlow,vfx_TK_CONE_CrushingBlow,0,,,,,,
3102,amb_DustWhirlwind,vfx_amb_DustWhirlwind,0,,,,,,
3103,BUILD_TK_WordofDeath,vfx_BUILD_TK_WordofDeath,0,,,,,,
3104,FIG_GHOST_TK_WordofDeath,vfx_FIG_GHOST_TK_WordofDeath,0,,,,,,
3105,IMPACT_TK_WordofDeath,vfx_IMPACT_TK_WordofDeath,0,,,,,,
3106,AOE_EM_LOOP_RainofFire,vfx_AOE_EM_LOOP_RainofFire,0,,,,,,
3107,ATK_CH_ThunderousBlow,vfx_ATK_CH_ThunderousBlow,0,,,,,,
3108,GEN_PROP_Pocketwatch,vfx_GEN_PROP_Pocketwatch,0,,,,,,
3109,TK_AOE_LocustSwarm,vfx_TK_AOE_LocustSwarm,0,,,,,,
3110,TK_Impact_LocustSwarm,vfx_TK_Impact_LocustSwarm,0,,,,,,
3111,CAST_CounterOffensive,vfx_CAST_CounterOffensive,0,,,,,,
3112,Impact_CounterOffensive,vfx_Impact_CounterOffensive,0,,,,,,
3113,Cast_Ranged_Reflect,vfx_Cast_Ranged_Reflect,0,,,,,,
3114,Impact_Ranged_Reflect,vfx_Impact_Ranged_Reflect,0,,,,,,
3115,CAST_Solid Strike,vfx_CAST_Solid Strike,0,,,,,,
3116,Impact_Solid Strike,vfx_Impact_Solid Strike,0,,,,,,
3117,LOOP_Empowering_SepulcherEternity,vfx_LOOP_Empowering_SepulcherEternity,0,,,,,,
3118,BUFF_Empowering_SepulcherEternity,vfx_BUFF_Empowering_SepulcherEternity,0,,,,,,
3119,LOOP_Air_GoldDust_GoldenGolem,vfx_LOOP_Air_GoldDust_GoldenGolem,0,,,,,,
3120,LOOP_GoldDust_GoldenGolem,vfx_LOOP_GoldDust_GoldenGolem,0,,,,,,
3121,LOOP_MagicRift,vfx_LOOP_MagicRift,0,,,,,,
3122,ATK_Charge_GoldenGolem,vfx_ATK_Charge_GoldenGolem,0,,,,,,
3123,Impact_Charge_GoldenGolem,vfx_Impact_Charge_GoldenGolem,0,,,,,,
3124,AOE_Ushabti_SpinStrike,vfx_AOE_Ushabti_SpinStrike,0,,,,,,
3125,Impact_Ushabti_SpinStrike,vfx_Impact_Ushabti_SpinStrike,0,,,,,,
3126,IMPACT_TK_DeathSwarm,vfx_IMPACT_TK_DeathSwarm,0,,,,,,
3127,BUILD_TK_DeathSwarmHand,vfx_BUILD_TK_DeathSwarmHand,0,,,,,,
3128,BUILD_TK_DeathSwarm,vfx_BUILD_TK_DeathSwarm,0,,,,,,
3129,CAST_TK_DeathSwarm,vfx_CAST_TK_DeathSwarm,0,,,,,,
3130,CRE_TK_DeathSwarm,vfx_CRE_TK_DeathSwarm,0,,,,,,
3131,BUFF_TK_DeathSwarm,vfx_BUFF_TK_DeathSwarm,0,,,,,,
3132,AOE_TK_GroundSmash,vfx_AOE_TK_GroundSmash,0,,,,,,
3133,IMPACT_TK_BackhandSlap,vfx_IMPACT_TK_BackhandSlap,0,,,,,,
3134,CONE_TK_BackhandSlap,vfx_CONE_TK_BackhandSlap,0,,,,,,
3135,CONE_TK_SuckIn,vfx_CONE_TK_SuckIn,0,,,,,,
3136,DEBUFF_TK_TombRot,vfx_DEBUFF_TK_TombRot,0,,,,,,
3137,AOE_TK_GreatVengeance,vfx_AOE_TK_GreatVengeance,0,,,,,,
3138,BUILD_TK_GreatVengeance,vfx_BUILD_TK_GreatVengeance,0,,,,,,
3139,PROJ_TK_GreatVengeance,vfx_PROJ_TK_GreatVengeance,0,,,,,,
3140,IMPACT_TK_GreatVengeance,vfx_IMPACT_TK_GreatVengeance,0,,,,,,
3141,TEST_PROJ_ProjectileTrails,vfx_TEST_PROJ_ProjectileTrails,0,,,,,,
3142,dustdevil_01,tk_vfx_dustdevil_01,0,,,,,,
3143,dustdevil_02,tk_vfx_dustdevil_02,0,,,,,,
3144,TK_Impact_StatueTantrum,vfx_TK_Impact_StatueTantrum,0,,,,,,
3145,PtoP_TK_SunTouch,vfx_PtoP_TK_SunTouch,0,,,,,,
3146,PROP_SteamTankWhistle,vfx_PROP_SteamTankWhistle,0,,,,,,
3147,CAST_TK_Mirage,vfx_CAST_TK_Mirage,0,,,,,,
3148,BUFF_TK_Mirage,vfx_BUFF_TK_Mirage,0,,,,,,
3149,CAST_TK_CurseofAsp,vfx_CAST_TK_CurseofAsp,0,,,,,,
3150,CAST_TK_CurseofJackal,vfx_CAST_TK_CurseofJackal,0,,,,,,
3151,CAST_TK_CurseofVulture,vfx_CAST_TK_CurseofVulture,0,,,,,,
3152,DEBUFF_TK_CurseofAsp,vfx_DEBUFF_TK_CurseofAsp,0,,,,,,
3153,DEBUFF_TK_CurseofJackal,vfx_DEBUFF_TK_CurseofJackal,0,,,,,,
3154,DEBUFF_TK_CurseofVulture,vfx_DEBUFF_TK_CurseofVulture,0,,,,,,
