Effect,Effect,Effect,Effect,Effect,Effect,Track,Track,Track,unused,Projectile,Camera,Root,Projectile,Turn Off,Always,Draw,Realm,Persist,,,,,,,,,,
3150,ROOT_TK_Bury,3008,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3151,SNARE_GrspDead_Single,3009,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3152,CONE_TK_DartTrap,3010,fx_mouth,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3153,IMPACT_TK_DartTrap,3011,fx_head,0,100,1,1,1,,,,,,,1,,,,,,,,,,,,,
3154,AOE_TK_Sandstorm,3012,root,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3155,IMPACT_TK_PtrasGaze,3013,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3156,PtoP_TK_PtrasGaze,3014,fx_head,-1,100,1,0,1,,11,,0,,,,,,,,,,,,,,,,
3157,BUFF_TK_BlessingPhaStah,3015,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3158,BUFF_TK_PowerBuff,3016,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3159,AOE_TK_EldrytchAura,3017,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3160,BUFF_TK_GlyphTether,3018,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3161,AOE_TK_RakmoseFavor,3019,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3162,BUFF_TK_RakmoseFavor,3020,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3163,FIG_BUFF_TK_Favor,3021,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3164,AOE_TK_RakmoseDisfavor,3022,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3165,FIG_BUFF_TK_Disfavor,3023,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3166,BUFF_TK_RakmoseDisfavor,3024,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3167,CONE_TK_WhirlingSands,3025,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3168,BUFF_TK_Empowerment,3026,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3169,BUFF_TK_CloakofSands,3027,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3170,CONE_TK_ NuclearSandbomb,3028,root,0,100,0,0,1,,,,,,,,1,,,,,,,,,,,,
3171,Cast_Skull of the Foe,3029,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3172,AOE_Skull of the Foe,3030,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3173,Impact_Skull of the Foe,3031,fx_torso_NA,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3174,CAST_Embalming_A,3032,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3175,CAST_Embalming_B,3033,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3176,CAST_Embalming_C,3034,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3177,CRE_Mastabas_Mist,3035,root,-1,100,1,1,1,,,,,,,1,,,,,,,,,,,,,
3178,Cast_Mastabas_Entomb,3036,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3179,LOOP_Aura_Death,3037,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3180,LOOP_Death Swarm,3038,fx_ground,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3181,LOOP_Scarab Swarm,3039,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3182,LOOP_Tomb Swarm,3040,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3183,CAST_Cloak of Dunes_Appear,3041,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3184,CAST_Cloak of Dunes_Disappear,3042,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3185,CAST_Cloak of Dunes_Persistant,3043,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3186,LOOP_Cloak of Dunes_Persistant,3044,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3187,CAST_Mastabas_Whirl Wind,3045,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3188,PROJ_Mastabas_Whirl Wind,3046,fx_Spell,0,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
3189,Impact_Mastabas_Whirl Wind,3047,fx_torso_NA,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3190,AOE_DW_InevitableDoom_Pulse,3048,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3191,AOE_TK_GustofWind,3049,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3192,CONE_TK_DesertBlast,3050,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
3193,Lich_CAST_WeightofSouls,3051,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3194,Lich_DBUF_WeightofSouls,3052,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3195,Lich_IMPACT_SkellySpear,3053,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3196,Lich_PROJ_SkellySpear,3054,fx_mainhand,-1,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
3197,Lich_AOE_SandWhirlwind,3055,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3198,Lich_IMPACT_SandWhirlwind,3056,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3199,AOE_CH_RendingBlade,3057,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3200,ATK_TK_Lacerate,3058,root,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3201,BUFF_TK_DesertAdvantage,3059,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3202,BUFF_TK_DesertEmpowerment,3060,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3203,CAST_TK_CasketPillar,3061,root,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3204,IMPACT_TK_Squawk,3062,fx_head,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3205,IMPACT_TK_Lacerate,3063,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3206,CONE_TK_Squawk,3064,fx_mouth,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3207,PROP_TK_Jar_Grenade,3065,fx_mainhand,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3208,PROJ_TK_Jar_Grenade,3066,fx_mainhand,0,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
3209,CAST_JAR_Appear,3067,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3210,PET_Scarab Swarm,3068,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3211,Impact_Curse,3069,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3212,BUFF_Curse Immunity,3070,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3213,CAST_Mastabas_Suck in,3071,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3214,ATK_Mastabas_Explosion,3072,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3215,Cast_Curse of Twilight,3073,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3216,Impact_Curse of Twilight,3074,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3217,PROJ_REV_Curse of Twilight,3075,fx_chest,0,100,0,0,1,,14,,,,,,,,,,,,,,,,,,
3218,Cast_Odji's Corruption,3076,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3219,Impact_Odji's Corruption,3077,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3220,LOOP_Odji's Corruption,3078,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3221,Cast_Breath of Akhom,3079,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3222,Impact_Breath of Akhom,3080,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3223,LOOP_Breath of Akhom,3081,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3224,Cast_Neferra's Frailty,3082,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3225,Impact_Neferra's Frailty,3083,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3226,LOOP_Neferra's Frailty,3084,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3227,Cast_Curse of the Outcast,3085,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3228,Impact_Curse of the Outcast,3086,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3229,LOOP_Curse of the Outcast,3087,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3230,AoE_RvR_DevineFavorAltar,3088,root,-1,100,1,0,1,,,9,,,,1,,,,,,,,,,,,,
3231,CAST_TK_Charge,3089,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3232,BUFF_TK_ChargeTrail,3090,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3233,ICON_NPC_Quest_Repeatable,3091,root,-1,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
3234,TK_PtoP_Spiritbeam,3092,fx_torso_NA,-1,100,1,0,0,,11,,,0,,,,,,,,,,,,,,,
3235,BUFF_TK_WordofDeath_eyeR,3093,Bone_R_Eye,0,100,1,1,1,,,,,,,1,1,,,,,,,,,,,,
3236,BUFF_TK_WordofDeath_eyeL,3094,Bone_L_Eye,0,100,1,1,1,,,,,,,1,1,,,,,,,,,,,,
3237,BUFF_TK_WordofDeath_mouth,3095,fx_mouth,0,100,1,1,1,,,,,,,1,1,,,,,,,,,,,,
3238,TK_LOOP_GoodbeamFont,3096,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3239,TK_LOOP_BadbeamFont,3097,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3240,TK_LOOP_SpiritbeamFont,3098,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3241,CONE_TK_MagicCleave,3099,root,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3242,IMPACT_TK_MagicCleave,3100,fx_torso_NA,0,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3243,TK_CONE_CrushingBlow,3101,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3244,amb_DustWhirlwind,3102,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3245,BUILD_TK_WordofDeath,3103,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3246,FIG_GHOST_TK_WordofDeath,3104,fx_torso_NA,-1,100,1,0,1,,,,,,,1,,,1,,,,,,,,,,
3247,IMPACT_TK_WordofDeath,3105,root,0,100,1,0,1,,,,,,,1,,,1,,,,,,,,,,
3248,AOE_EM_LOOP_RainofFire,3106,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
3249,ATK_CH_ThunderousBlow,3107,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3250,GEN_PROP_Pocketwatch,3108,fx_offhand,-1,100,1,1,1,,,,,,,1,,,,,,,,,,,,,
3251,TK_AOE_LocustSwarm,3109,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3252,TK_Impact_LocustSwarm,3110,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3253,CAST_CounterOffensive,3111,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3254,Impact_CounterOffensive,3112,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3255,Cast_Ranged_Reflect,3113,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3256,Impact_Ranged_Reflect,3114,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3257,CAST_Solid Strike,3115,root,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3258,Impact_Solid Strike,3116,fx_torso_NA,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3259,LOOP_Empowering_SepulcherEternity,3117,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3260,BUFF_Empowering_SepulcherEternity,3118,Bip01 L Forearm,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3261,BUFF_Empowering_SepulcherEternity,3118,Bip01 R Forearm,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3262,LOOP_Air_GoldDust_GoldenGolem,3119,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3263,LOOP_GoldDust_GoldenGolem,3120,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3264,LOOP_MagicRift,3121,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3265,ATK_Charge_GoldenGolem,3122,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3266,Impact_Charge_GoldenGolem,3123,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3267,AOE_Ushabti_SpinStrike,3124,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
3268,Impact_Ushabti_SpinStrike,3125,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3269,IMPACT_TK_DeathSwarm,3126,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3270,BUILD_TK_DeathSwarmHand,3127,fx_offhand,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3271,BUILD_TK_DeathSwarm,3128,root,-1,100,0,0,1,,,,,,,1,,,,,,,,,,,,,
3272,CAST_TK_DeathSwarm,3129,root,-1,100,1,1,1,,,,,,,1,,,,,,,,,,,,,
3273,CRE_TK_DeathSwarm,3130,fx_torso_NA,-1,100,1,1,1,,,,,,,1,,,,,,,,,,,,,
3274,BUFF_TK_DeathSwarm,3131,fx_torso_NA,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3275,AOE_TK_GroundSmash,3132,fx_ground,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3276,IMPACT_TK_BackhandSlap,3133,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3277,CONE_TK_BackhandSlap,3134,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3278,CONE_TK_SuckIn,3135,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3279,DEBUFF_TK_TombRot,3136,fx_torso_NA,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3280,AOE_TK_GreatVengeance,3137,root,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3281,BUILD_TK_GreatVengeance,3138,fx_torso_NA,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3282,PROJ_TK_GreatVengeance,3139,fx_torso_NA,0,100,0,0,1,,11,,,,,1,,,,,,,,,,,,,
3283,IMPACT_TK_GreatVengeance,3140,fx_torso_NA,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3284,TEST_PROJ_ProjectileTrails,3141,fx_mainhand,0,100,0,0,1,,11,,,1,,,,,,,,,,,,,,,
3285,AMB_dustdevil_01,3142,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3286,AMB_dustdevil_02,3143,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3287,TK_Impact_StatueTantrum,3144,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3288,PtoP_TK_SunTouch,3145,fx_mainhand,-1,100,1,0,1,,11,,,,,,,,,,,,,,,,,,
3289,PROP_SteamTankWhistle,3146,fx_offhand,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3290,CAST_TK_Mirage,3147,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3291,BUFF_TK_Mirage,3148,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3292,CAST_TK_CurseofAsp,3149,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3293,CAST_TK_CurseofJackal,3150,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3294,CAST_TK_CurseofVulture,3151,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3295,DEBUFF_TK_CurseofAsp,3152,root,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3296,DEBUFF_TK_CurseofJackal,3153,root,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3297,DEBUFF_TK_CurseofVulture,3154,root,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3298,BUFF_TK_HierophantShield,3155,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
3299,BUFF_TK_ShieldBreaker,3156,root,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3300,IMPACT_TK_ShieldDisplacement,3157,fx_torso_NA,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3301,PtoP_TK_RefractingDarkness,3158,spell,-1,100,1,0,1,,5,,,,,,,,,,,,,,,,,,
3302,IMPACT_TK_ResTether,3159,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3303,PtoP_TKResTether,3160,fx_chest,-1,100,1,0,1,,11,,,,,,,,,,,,,,,,,,
3304,CAST_TK_EmbalmShield,3161,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3305,BUFF_TK_EmbalmShield_P1,3162,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3306,BUFF_TK_EmbalmShield_P2,3163,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3307,BUFF_TK_EmbalmShield_P3,3164,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3308,BUFF_TK_EmbalmShield_P4,3165,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3309,BUFF_TK_EmbalmShield_P5,3166,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3310,PtoP_TK_EmbalmingTether,3167,fx_chest,-1,100,1,0,1,,5,,,,,,,,,,,,,,,,,,
3311,IMPACT_TK_EmbalmingTether,3168,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3312,CAST_TK_BallistaBig,3169,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3313,AOE_TK_BallistaBig,3170,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3314,CAST_TK_UsiriansDevastation,3171,root,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3315,IMPACT_TK_UsiriansDevastation,3172,fx_torso_NA,0,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
3316,AOE_TK_LargeMagicStrike,3173,root,0,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
3317,CAST_TK_LargeMagicStrike,3174,root,0,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
3318,BUILD_TK_LargeMagicStrike,3175,root,0,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
3319,TK_IMPACT_Poison,3176,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3320,PtoP_TS_ImpoverishSoul_A,3177,FX_Tail,-1,100,1,0,1,,5,,,,,,,,,,,,,,,,,,
3321,PtoP_TS_ImpoverishSoul_B,3177,FX_Tail,-1,100,1,0,1,,5,,,,,,,,,,,,,,,,,,
3322,PtoP_TS_ImpoverishSoul_C,3177,FX_Tail,-1,100,1,0,1,,5,,,,,,,,,,,,,,,,,,
3323,Impact_TS_ImpoverishSoul,3178,fx_chest,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3324,CAST_TS_ClawSwipe,3179,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3325,Impact_TS_ClawSwipe,3180,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3326,Impact_TS_ParalyzingPoison,3181,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3327,Impact_TS_BurningPoison,3182,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3328,PROP_TK_Bone,3183,fx_mainhand,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3329,PROJ_TK_Bone,3184,fx_mainhand,0,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
3330,PROP_TK_Bottle,3185,fx_mainhand,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3331,PROJ_TK_Bottle,3186,fx_mainhand,0,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
3332,Impact_TK_Bottle,3187,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3333,Cast_Summon_Skeleton,3188,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3334,Build_TS_Infestation,3189,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3335,Cast_TS_Infestation,3190,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3336,ATK_TK_Stomp,3191,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3337,DEBUFF_TK_CripplingEnmity,3192,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3338,GEN_Footdust_Sand_L,3193,fx_foot_L,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3339,GEN_Footdust_Sand_R,3193,fx_foot_R,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3340,TK_ICON_Glyph_Ank,3194,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3341,TK_ICON_Glyph_Boat,3195,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3342,TK_ICON_Glyph_Horse,3196,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3343,TK_ICON_Glyph_Post,3197,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3344,TK_ICON_Glyph_Pot,3198,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3345,TK_ICON_Glyph_Scarab,3199,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3346,TK_ICON_Glyph_Scorpion,3200,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3347,TK_ICON_Glyph_Skull,3201,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3348,TK_ICON_Glyph_Wheat,3202,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3349,TK_ICON_Glyph_Bird,3203,attach_name,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3350,DOT_TK_RiverMortis,3204,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3351,IMPACT_TK_SunTouch,3205,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3352,DEBUFF_TK_WeightoftheGods,3206,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3353,CRE_TK_CelestialOrb_sun,3207,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3354,CRE_TK_CelestialOrb_moon,3208,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3355,IMPACT_TK_RefractingDarkness,3209,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3356,IMPACT_TK_ShieldBreaker,3210,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3357,AOE_TK_ShieldBreaker,3211,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3358,CAST_TK_ShieldBreaker,3212,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3359,Aura_TK_VulnerableFist,3213,fx_ground,-1,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3360,BUILD_TK_CasketofSouls,3214,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
3361,Gen_TK_Dust_Chunks_A,3215,fx_ground,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3362,Gen_TK_Dust_Chunks_B,3216,fx_ground,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3363,AOE_GS_YerAWeakling,3217,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3364,BUFF_GEN_MagicAbsorbshield,3218,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3365,GEN_SpeedofBlowingWinds,3219,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3366,BUFF_TK_ScarabShield,3220,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3367,CAST_TK_MagicCleave,3221,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3368,PBAE_HE_WindBlast,3222,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3369,AOE_HE_Lifetap_EnergyOfVaul,3223,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3370,IMPACT_HE_Lifetap_EnergyOfVaul,3224,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3371,HEAL_HE_Lifetap_EnergyOfVaul,3225,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3372,AOE_GS_Lifetap_ForyOfDaGreen,3226,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
3373,IMPACT_GS_Lifetap_ForyOfDaGreen,3227,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3374,Heal_GS_Lifetap_ForyOfDaGreen,3228,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3375,[Boss]_SCN_OrbWarpIn,1576,fx_head,0,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
3376,[Boss]_SCN_FallingDarkOrb,1577,fx_head,-1,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
3377,CAST_TK_CasketSingle,3229,root,-1,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
3378,GEN_IMPACT_GreenElectric,3230,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,1,,,,,,,,,,
3379,SPEC_WolfGreenEyes,3231,Bip01 Head,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3380,SPEC_LionGreenEyes,3232,Bip01 Head,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
3381,MNST_Cast_Beast_Charge,3233,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3382,MNST_Impact_Beast_Charge,3234,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3383,MNST_Impact_Beasts_Bite_Large,3235,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3384,MNST_Impact_Beasts_Bite_Small,3236,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3385,MNST_Impact_Beasts_ClawSwipe_DD,3237,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3386,MNST_Impact_Beasts_ClawSwipe_LtR,3238,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3387,MNST_Impact_Beasts_ClawSwipe_RtL,3239,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3388,MNST_Impact_Beasts_ClawSwipe_V,3240,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3389,MNST_Impact_Beasts_Gore,3241,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
3390,MNST_Impact_Beasts_Gore_single,3242,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
